id,name,hospital_name,expert,postal,street_address,phone_number,address_x,address_y,congestion,possible,url
0,長谷川 知実,長谷川医院,内科,817-2241,長崎県対馬市上対馬町小鹿,090-4718-9289,129.48358,34.48028,0.6478824582467633,0,https://www.kondo.jp/
1,渡辺 零,渡辺クリニック,外科,321-1351,栃木県日光市東小来川,40-9655-9296,139.62755,36.68163,0.953295773405411,1,https://sato.jp/
2,木村 拓真,木村病院,耳鼻科,817-1246,長崎県対馬市豊玉町廻,090-7667-9671,129.21891,34.39187,0.016199477691538955,1,http://www.takahashi.com/
3,鈴木 充,鈴木医院,眼科,928-0231,石川県輪島市町野町大川,38-3407-3381,137.03766,37.48847,0.7070191311604799,0,https://sasaki.jp/
4,井上 洋介,井上クリニック,内科,919-0127,福井県南条郡南越前町広野,70-4309-2180,136.26892,35.71901,0.9908624452016365,1,http://tanaka.jp/
5,岡本 洋介,岡本病院,内科,670-0074,兵庫県姫路市御立西二丁目,090-4065-3032,134.66676,34.86046,0.37052876564291914,1,https://www.shimizu.org/
6,小川 健一,小川医院,外科,441-3505,愛知県田原市池尻町,090-0455-9308,137.21141,34.59618,0.254237010040536,1,http://ota.jp/
7,斎藤 香織,斎藤クリニック,内科,369-0306,埼玉県児玉郡上里町七本木,39-7348-3160,139.14879,36.24272,0.8245010640935142,0,http://yoshida.com/
8,鈴木 太郎,鈴木病院,外科,690-0411,島根県松江市鹿島町御津,090-8164-2839,133.02454,35.53512,0.5053315258422849,1,http://www.yamashita.jp/
9,小林 英樹,小林医院,耳鼻科,942-0208,新潟県上越市頸城区潟,97-9553-5231,138.35348,37.2057,0.9131594729039436,1,https://endo.org/
10,山本 聡太郎,山本クリニック,眼科,649-5451,和歌山県東牟婁郡那智勝浦町口色川,090-1105-3004,135.86008,33.68362,0.5526445426164274,0,http://www.sato.jp/
11,小川 真綾,小川病院,内科,857-4815,長崎県佐世保市宇久町大久保,080-0604-4381,129.02424,33.31166,0.8369914858831494,1,http://yoshida.com/
12,松本 明美,松本医院,内科,691-0071,島根県出雲市地合町,080-9920-0860,132.87347,35.58424,0.6866957602713843,1,http://tanaka.jp/
13,井上 明美,井上クリニック,外科,800-0305,福岡県京都郡苅田町空港南町,36-5206-7638,131.02245,33.8252,0.49961510522513264,1,http://www.nakamura.com/
14,山田 陽一,山田病院,内科,999-6741,山形県酒田市北俣崩清水,080-0948-1977,139.98827,38.92685,0.4127644578524282,0,http://www.nakamura.com/
15,藤原 京助,藤原医院,外科,656-0551,兵庫県南あわじ市灘仁頃,070-3790-0645,134.70847,34.12636,0.3596237262659495,1,https://www.shimizu.jp/
16,近藤 陽一,近藤クリニック,耳鼻科,441-3408,愛知県田原市吉胡台一丁目,080-9664-0213,137.26945,34.68263,0.9284170224063331,1,http://www.shimizu.org/
17,前田 陽子,前田病院,眼科,879-7312,大分県豊後大野市犬飼町高津原,29-6636-3521,131.6042,33.06843,0.40016830067811193,0,http://www.takahashi.jp/
18,清水 くみ子,清水医院,内科,915-0873,福井県越前市池ノ上町,10-5999-1606,136.14023,35.877,0.9033774064312875,1,http://nakajima.net/
19,斎藤 浩,斎藤クリニック,内科,299-2204,千葉県南房総市平久里中,080-7593-9236,139.92764,35.09991,0.2157982127242617,1,https://inoue.com/
20,佐藤 真綾,佐藤病院,外科,669-6203,兵庫県豊岡市竹野町田久日,090-9410-6537,134.81504,35.71491,0.8925105676087561,1,https://www.nakamura.jp/
21,鈴木 翔太,鈴木医院,内科,729-5241,広島県庄原市東城町帝釈宇山,05-1344-8900,133.22016,34.87983,0.5304646930224047,0,http://www.matsuda.net/
22,佐藤 健一,佐藤クリニック,外科,997-1206,山形県鶴岡市今泉,090-1765-1783,139.71352,38.7779,0.6206177353278077,1,https://takahashi.jp/
23,佐藤 千代,佐藤病院,耳鼻科,708-0883,岡山県津山市一方,070-5763-7633,133.98193,35.05184,0.39980249258728207,1,https://www.yamashita.org/
24,藤井 治,藤井医院,眼科,910-1314,福井県吉田郡永平寺町栗住波,080-7304-6310,136.39283,36.06694,0.96025549991532,0,http://inoue.jp/
25,中村 真綾,中村クリニック,内科,629-2534,京都府京丹後市大宮町下常吉,070-6269-8791,135.0886,35.55602,0.09519616853704704,1,http://endo.jp/
26,石井 裕樹,石井病院,内科,781-4531,高知県香美市物部町久保和久保,090-8581-0840,133.99167,33.79328,0.8488322443100415,1,https://www.watanabe.jp/
27,清水 美加子,清水医院,外科,799-3772,愛媛県宇和島市吉田町奥浦,090-1657-2559,132.47705,33.29278,0.3575996130227448,1,http://www.kato.org/
28,橋本 里佳,橋本クリニック,内科,847-0017,佐賀県唐津市東唐津四丁目,090-3980-5859,129.99688,33.45913,0.906242594926767,0,http://www.yamamoto.com/
29,石川 さゆり,石川病院,外科,799-1111,愛媛県西条市小松町石鎚湯波,80-9175-6234,133.09205,33.86798,0.6413489126643104,1,http://www.takahashi.com/
30,石井 翔太,石井医院,耳鼻科,390-1520,長野県松本市安曇,090-1922-3280,137.69354,36.24921,0.7203508921515659,1,https://suzuki.jp/
31,山下 あすか,山下クリニック,眼科,637-1559,奈良県吉野郡十津川村上湯川,080-7655-3881,135.64335,33.91142,0.8653351486264906,0,https://www.nakamura.jp/
32,村上 加奈,村上病院,内科,690-1501,島根県松江市美保関町美保関,090-3610-4950,133.35432,35.60173,0.4857383571417139,1,https://www.tanaka.com/
33,山下 舞,山下医院,内科,781-0073,高知県高知市北金田,69-4531-6479,133.55483,33.56677,0.34991278889607946,1,http://www.abe.net/
34,森 晃,森クリニック,外科,794-2201,愛媛県今治市宮窪町早川,69-2263-8998,133.02721,34.20664,0.12831901089971076,1,https://nakagawa.com/
35,近藤 里佳,近藤病院,内科,306-0652,茨城県坂東市冨田,080-9339-4737,139.88767,36.0784,0.6459792075072446,0,http://www.ikeda.net/
36,佐藤 さゆり,佐藤医院,外科,518-0024,三重県伊賀市東高倉,070-8205-9804,136.11091,34.79008,0.6831709166483785,1,https://nakamura.jp/
37,佐藤 翔太,佐藤クリニック,耳鼻科,966-0101,福島県喜多方市熱塩加納町熱塩,23-4545-9425,139.98432,37.80287,0.01572403174575132,1,https://www.suzuki.com/
38,渡辺 学,渡辺病院,眼科,949-3255,新潟県上越市柿崎区上下浜,12-6630-0165,138.26331,37.33592,0.8893060567467707,0,https://yoshida.net/
39,鈴木 美加子,鈴木医院,内科,933-0136,富山県高岡市渋谷,070-7523-1833,137.06443,36.82301,0.6179369441668803,1,http://hasegawa.com/
40,藤井 浩,藤井クリニック,内科,649-1316,和歌山県日高郡日高川町蛇尾,080-6966-2781,135.21402,33.93715,0.6883972391209677,1,https://www.abe.jp/
41,池田 里佳,池田病院,外科,428-0300,静岡県榛原郡川根本町（その他）,090-4890-9327,138.08998,35.17447,0.39136666489398697,1,https://www.yamashita.jp/
42,長谷川 あすか,長谷川医院,内科,437-0052,静岡県袋井市太田,090-6871-2836,137.89456,34.77695,0.9534383513152349,0,https://www.tanaka.com/
43,伊藤 桃子,伊藤クリニック,外科,656-0101,兵庫県洲本市納,070-3766-3198,134.84307,34.34838,0.7575024722329663,1,https://ogawa.jp/
44,小林 裕樹,小林病院,耳鼻科,999-0436,山形県西置賜郡飯豊町岩倉,080-5942-5783,139.80444,37.90547,0.6539254981827717,1,https://kato.com/
45,加藤 美加子,加藤医院,眼科,799-3311,愛媛県伊予市双海町大久保,97-2731-0093,132.62355,33.65258,0.12131587584177783,0,http://yamamoto.jp/
46,岡本 淳,岡本クリニック,内科,529-1802,滋賀県甲賀市信楽町黄瀬,090-0260-0148,136.05788,34.94645,0.16499870437224462,1,http://shimizu.com/
47,小林 里佳,小林病院,内科,910-3558,福井県福井市八ツ俣町,080-1501-3380,135.88265,36.07297,0.48089244373435525,1,https://www.sato.com/
48,渡辺 裕美子,渡辺医院,外科,949-6103,新潟県南魚沼郡湯沢町土樽,070-6605-1627,138.9212,36.88998,0.6859627135986321,1,https://sato.jp/
49,田中 裕太,田中クリニック,内科,639-0261,奈良県香芝市尼寺,090-0617-0739,135.68367,34.56632,0.23329894118479366,0,https://www.inoue.jp/
50,井上 幹,井上病院,外科,379-2304,群馬県太田市大原町,090-8469-7058,139.28234,36.35996,0.9082406196102889,1,http://tanaka.jp/
51,小川 学,小川医院,耳鼻科,912-0000,福井県大野市上秋生,070-3636-3973,136.60397,35.83764,0.8944060022088977,1,http://www.shimizu.com/
52,井上 学,井上クリニック,眼科,959-0316,新潟県西蒲原郡弥彦村村山,070-4977-2572,138.84856,37.67157,0.6072025613603131,0,https://www.tanaka.jp/
53,加藤 明美,加藤病院,内科,739-1521,広島県広島市安佐北区白木町三田,090-9012-0045,132.61894,34.51638,0.5998166394332658,1,https://yamashita.com/
54,藤井 和也,藤井医院,内科,520-1422,滋賀県高島市朽木古川,090-9731-2410,135.92501,35.32372,0.4841349217008887,1,http://ishikawa.com/
55,斉藤 陽一,斉藤クリニック,外科,940-1137,新潟県長岡市大川原町,090-0740-2641,138.81867,37.35975,0.17056719866322545,1,http://hashimoto.com/
56,中村 裕樹,中村病院,内科,912-0153,福井県大野市仏原,83-2651-4278,136.64424,35.94859,0.6041367929885271,0,http://www.suzuki.jp/
57,山口 健一,山口医院,外科,389-2261,新潟県妙高市樽本１１０１番地,070-2922-6162,138.30158,36.85135,0.3769065167387995,1,https://matsumoto.org/
58,高橋 陽一,高橋クリニック,耳鼻科,510-0011,三重県四日市市霞一丁目,090-4457-0274,136.66821,34.97502,0.6781414366698476,1,http://nakamura.com/
59,山本 洋介,山本病院,眼科,656-2306,兵庫県淡路市夢舞台,080-7243-6866,135.07152,34.52321,0.09419489735118702,0,https://www.watanabe.jp/
60,田中 篤司,田中医院,内科,838-0028,福岡県朝倉市屋形原,77-5519-7248,130.69829,33.43578,0.30691701306876296,1,http://www.sato.jp/
61,清水 涼平,清水クリニック,内科,470-3505,愛知県知多郡南知多町篠島,090-0433-2901,137.04136,34.66794,0.2690456830066985,1,https://www.takahashi.jp/
62,遠藤 直子,遠藤病院,外科,999-7124,山形県鶴岡市槇代,090-9873-5620,139.62326,38.59534,0.9571847279251965,1,https://www.ota.com/
63,吉田 零,吉田医院,内科,717-0201,岡山県真庭郡新庄村野土路,080-7825-3690,133.55787,35.24149,0.9883039265628633,0,https://www.yamada.jp/
64,田中 千代,田中クリニック,外科,528-0002,滋賀県甲賀市水口町今郷,070-2549-9596,136.21475,34.96956,0.529845479904691,1,https://www.sato.jp/
65,鈴木 千代,鈴木病院,耳鼻科,226-0023,神奈川県横浜市緑区小山町,090-4144-7423,139.53434,35.51927,0.35961813766105566,1,https://www.endo.jp/
66,小林 直子,小林医院,眼科,785-0056,高知県須崎市野見,090-1929-6728,133.35135,33.3344,0.3041787821819809,0,http://yamada.net/
67,佐藤 七夏,佐藤クリニック,内科,321-1662,栃木県日光市湯元,090-5528-4320,139.35557,36.81208,0.19467294681605607,1,http://watanabe.com/
68,長谷川 直子,長谷川病院,内科,391-0321,長野県北佐久郡立科町池の平,090-4521-9189,138.20815,36.11,0.7434422389959446,1,http://yamaguchi.org/
69,岡田 太一,岡田医院,外科,415-0156,静岡県賀茂郡南伊豆町石廊崎,080-0021-6943,138.80361,34.51746,0.15887042602989399,1,https://www.yamada.jp/
70,藤井 康弘,藤井クリニック,内科,750-0009,山口県下関市上田中町二丁目,080-8351-3367,130.93879,33.96562,0.7341924630965927,0,https://www.sato.com/
71,小川 京助,小川病院,外科,506-0107,岐阜県高山市清見町巣野俣,070-9018-3523,137.12528,36.02924,0.4388320295137672,1,http://tanaka.net/
72,小林 あすか,小林医院,耳鼻科,671-2102,兵庫県姫路市夢前町新庄,96-5003-0234,134.67739,34.99411,0.17148702806380156,1,https://suzuki.com/
73,吉田 幹,吉田クリニック,眼科,990-0721,山形県西村山郡西川町大井沢,080-8791-6874,139.95718,38.42515,0.10458062963088233,0,https://www.nakamura.jp/
74,林 あすか,林病院,内科,679-5135,兵庫県佐用郡佐用町春哉,070-2351-7676,134.4395,35.00232,0.581658971441421,1,http://www.yamazaki.com/
75,林 七夏,林医院,内科,252-0116,神奈川県相模原市緑区城山一丁目,47-7866-5782,139.28832,35.5836,0.1919234220127125,1,http://www.ito.net/
76,斉藤 英樹,斉藤クリニック,外科,511-0123,三重県桑名市多度町北猪飼,57-0686-8277,136.61555,35.1287,0.9676948954032122,1,https://www.matsumoto.org/
77,林 直子,林病院,内科,779-0224,徳島県鳴門市大麻町津慈,080-4346-6358,134.51012,34.13927,0.7654964380534214,0,https://suzuki.jp/
78,田中 香織,田中医院,外科,677-0132,兵庫県多可郡多可町八千代区大和,070-3472-4455,134.8663,35.00992,0.5210583820915109,1,http://www.sato.jp/
79,佐々木 康弘,佐々木クリニック,耳鼻科,421-0217,静岡県焼津市上泉,61-8531-8738,138.2469,34.80912,0.9860181681171862,1,https://nakagawa.jp/
80,渡辺 美加子,渡辺病院,眼科,811-5501,長崎県壱岐市勝本町勝本浦,84-5694-9505,129.63217,33.95039,0.9587389817598619,0,https://www.kato.jp/
81,渡辺 直人,渡辺医院,内科,871-0413,大分県中津市耶馬溪町大野,070-3383-9192,131.08408,33.45691,0.7074450394749432,1,http://www.ota.jp/
82,石川 淳,石川クリニック,内科,911-0001,福井県勝山市北谷町小原,080-6354-0586,136.59612,36.08299,0.7816914859870937,1,https://www.yamashita.jp/
